,Unnamed: 0,title,location1,location2,location3,area,orientation,room_type,price,url
29052,29052,整租·裕洲路151弄 3室2厅 南,崇明,陈家镇,裕洲路151弄,107,南,3室2厅1卫,2200,/zufang/SH1706191283124436992.html
29053,29053,整租·裕鸿佳苑(裕展路679弄) 2室2厅 南,崇明,陈家镇,裕鸿佳苑(裕展路679弄),82,南,2室2厅1卫,2600,/zufang/SH1695434376164147200.html
29054,29054,整租·江南滨江苑 3室2厅 南,崇明,长兴岛,江南滨江苑,104,南,3室2厅1卫,2000,/zufang/SH1715347921894899712.html
29055,29055,整租·绿地瀛洲名苑 3室2厅 南/北,崇明,崇明新城,绿地瀛洲名苑,116,南 北,3室2厅2卫,4000,/zufang/SH1711591146808934400.html
29056,29056,整租·花园弄29号 2室1厅 南/北,崇明,崇明新城,花园弄29号,44,南 北,2室1厅1卫,2100,/zufang/SH1715355935074942976.html
29057,29057,整租·体北新村 2室1厅 南,崇明,陈家镇,体北新村,45,南,2室1厅1卫,1000,/zufang/SH1709047406668021760.html
29058,29058,整租·绿地长兴家园 2室2厅 南,崇明,长兴岛,绿地长兴家园,80,南,2室2厅1卫,3000,/zufang/SH1713114570291150848.html
29059,29059,整租·金珠花苑 2室1厅 南/北,崇明,崇明新城,金珠花苑,88,南 北,2室1厅1卫,2000,/zufang/SH1710304119920525312.html
29060,29060,整租·裕鸿佳苑(裕国路328弄) 3室2厅 南,崇明,陈家镇,裕鸿佳苑(裕国路328弄),127,南,3室2厅2卫,2700,/zufang/SH1697831972967022592.html
29061,29061,整租·通用昱墅 5室2厅 南,崇明,崇明其它,通用昱墅,410,南,5室2厅1卫,18000,/zufang/SH1650085919497125888.html
29062,29062,整租·东滩花园 4室2厅 复式 南/北,崇明,陈家镇,东滩花园,179,南 北,4室2厅4卫,7500,/zufang/SH1660861754151796736.html
29063,29063,整租·金日西苑 3室2厅 南,崇明,崇明新城,金日西苑,114,南,3室2厅2卫,1000,/zufang/SH1700864192644382720.html
29064,29064,整租·览海高尔夫别墅 7室2厅 南/北,崇明,陈家镇,览海高尔夫别墅,347,南 北,7室2厅5卫,32000,/zufang/SH1669938328301993984.html
29065,29065,整租·风清雅苑 3室2厅 南,崇明,崇明新城,风清雅苑,126,南,3室2厅1卫,1500,/zufang/SH1645770716919889920.html
29066,29066,整租·裕鸿佳苑(裕展路450弄) 3室2厅 南,崇明,陈家镇,裕鸿佳苑(裕展路450弄),119,南,3室2厅2卫,2300,/zufang/SH1689609695976751104.html
29067,29067,整租·裕鸿佳苑(裕盛路111弄) 3室2厅 南,崇明,陈家镇,裕鸿佳苑(裕盛路111弄),120,南,3室2厅0卫,1000,/zufang/SH1685575141435637760.html
29068,29068,整租·东滩花园 4室2厅 南,崇明,陈家镇,东滩花园,209,南,4室2厅2卫,7000,/zufang/SH1652121873518952448.html
29069,29069,整租·裕鸿佳苑(裕政路725弄) 3室2厅 南,崇明,陈家镇,裕鸿佳苑(裕政路725弄),118,南,3室2厅1卫,2300,/zufang/SH1691433607198932992.html
29070,29070,整租·裕鸿佳苑(安通路151弄) 3室2厅 南,崇明,陈家镇,裕鸿佳苑(安通路151弄),134,南,3室2厅2卫,2800,/zufang/SH1684795251216089088.html
29071,29071,整租·新城明月苑 3室2厅 南,崇明,崇明新城,新城明月苑,112,南,3室2厅1卫,2600,/zufang/SH1642030592247726080.html
29072,29072,整租·新城明月苑 3室2厅 南/北,崇明,崇明新城,新城明月苑,112,南 北,3室2厅1卫,2800,/zufang/SH1696049718154493952.html
29073,29073,整租·裕鸿佳苑(安通路1168弄) 3室1厅 南,崇明,陈家镇,裕鸿佳苑(安通路1168弄),110,南,3室1厅1卫,2300,/zufang/SH1664257517569441792.html
29074,29074,整租·长兴家园 3室2厅 南,崇明,长兴岛,长兴家园,99,南,3室2厅1卫,4000,/zufang/SH1711348877371637760.html
29075,29075,整租·前卫新村 2室1厅 南,崇明,长兴岛,前卫新村,43,南,2室1厅1卫,3000,/zufang/SH1692370501541822464.html
29076,29076,整租·长兴家园 3室2厅 南,崇明,长兴岛,长兴家园,120,南,3室2厅2卫,3600,/zufang/SH1677522046491295744.html
29077,29077,整租·长兴家园 3室2厅 东,崇明,长兴岛,长兴家园,100,东,3室2厅1卫,3800,/zufang/SH1701505017447448576.html
29078,29078,整租·铂翠廷 3室2厅 南,金山,金山,铂翠廷,93,南,3室2厅2卫,4000,/zufang/SH1712335883312562176.html
29079,29079,整租·梅州新村 2室1厅 南,金山,金山,梅州新村,59,南,2室1厅1卫,1500,/zufang/SH1697485351725039616.html
29080,29080,整租·复地金石湾领墅 6室2厅 南/北,金山,金山,复地金石湾领墅,153,南 北,6室2厅2卫,10000,/zufang/SH1701466736030646272.html
29081,29081,整租·海欣家园 3室2厅 南,金山,金山,海欣家园,123,南,3室2厅2卫,3000,/zufang/SH1710974266196885504.html
29082,29082,整租·梅州新村 2室1厅 南,金山,金山,梅州新村,59,南,2室1厅1卫,1800,/zufang/SH1713168294384500736.html
29083,29083,整租·华发招商依云四季 3室2厅 南/北,金山,金山,华发招商依云四季,91,南 北,3室2厅1卫,2500,/zufang/SH1688881232575725568.html
29084,29084,整租·棕榈湾花园 3室2厅 南/北,金山,金山,棕榈湾花园,149,南 北,3室2厅2卫,4500,/zufang/SH1690957288002551808.html
29085,29085,整租·金海岸花园 2室2厅 南,金山,金山,金海岸花园,89,南,2室2厅1卫,2500,/zufang/SH1709446336136347648.html
29086,29086,整租·海棠新村 2室1厅 南/北,金山,金山,海棠新村,58,南 北,2室1厅1卫,1600,/zufang/SH1719693271078273024.html
29087,29087,整租·山鑫公寓 3室2厅 南,金山,金山,山鑫公寓,114,南,3室2厅2卫,2100,/zufang/SH1705794756195385344.html
29088,29088,整租·绿地金卫新家园（东区） 1室1厅 北,金山,金山,绿地金卫新家园（东区）,64,北,1室1厅1卫,1800,/zufang/SH1700808428777111552.html
29089,29089,整租·新未来樾湖 3室2厅 南/北,金山,金山,新未来樾湖,89,南 北,3室2厅2卫,3500,/zufang/SH1698655670301097984.html
29090,29090,整租·三岛龙州苑 2室2厅 南,金山,金山,三岛龙州苑,109,南,2室2厅1卫,3300,/zufang/SH1710995665355538432.html
29091,29091,整租·铂翠廷 3室2厅 南,金山,金山,铂翠廷,95,南,3室2厅2卫,4200,/zufang/SH1697897909242036224.html
29092,29092,整租·飞虹南村 3室2厅 南,金山,金山,飞虹南村,135,南,3室2厅2卫,2400,/zufang/SH1708147020960628736.html
29093,29093,整租·华发招商依云四季 3室2厅 南/北,金山,金山,华发招商依云四季,91,南 北,3室2厅1卫,2500,/zufang/SH1705856064446005248.html
29094,29094,整租·铂翠廷 3室2厅 南,金山,金山,铂翠廷,95,南,3室2厅1卫,2000,/zufang/SH1693870938992410624.html
29095,29095,整租·德贤佳苑 2室2厅 南,金山,金山,德贤佳苑,139,南,2室2厅1卫,2800,/zufang/SH1668552211648479232.html
29096,29096,整租·光明金山府 2室2厅 南,金山,金山,光明金山府,92,南,2室2厅1卫,3500,/zufang/SH1704691396562124800.html
29097,29097,整租·飞虹北村 4室1厅 南,金山,金山,飞虹北村,110,南,4室1厅1卫,2000,/zufang/SH1718103299338534912.html
29098,29098,整租·碧桂园凤凰城 3室2厅 南,金山,金山,碧桂园凤凰城,93,南,3室2厅2卫,4200,/zufang/SH1697474447167979520.html
29099,29099,整租·飞虹南村 3室1厅 南,金山,金山,飞虹南村,106,南,3室1厅1卫,1600,/zufang/SH1698990458295812096.html
29100,29100,整租·绿地玲珑寓 2室1厅 南,金山,金山,绿地玲珑寓,64,南,2室1厅1卫,1600,/zufang/SH1708489080485969920.html
29101,29101,整租·老卫清路28号 2室1厅 南,金山,金山,老卫清路28号,65,南,2室1厅1卫,1500,/zufang/SH1715360165034721280.html
29102,29102,整租·东礁一村 1室1厅 南,金山,金山,东礁一村,41,南,1室1厅1卫,1300,/zufang/SH1709126647862525952.html
29103,29103,整租·海棠新村 2室1厅 南,金山,金山,海棠新村,58,南,2室1厅1卫,2000,/zufang/SH1709152812295782400.html
29104,29104,整租·海上纳缇 3室2厅 南,金山,金山,海上纳缇,122,南,3室2厅1卫,6500,/zufang/SH1718493765900959744.html
29105,29105,整租·金山万达海汇街 1室1厅 南,金山,金山,金山万达海汇街,56,南,1室1厅1卫,1600,/zufang/SH1713370453994635264.html
29106,29106,整租·绿地东海岸财富广场 1室0厅 南,金山,金山,绿地东海岸财富广场,65,南,1室0厅0卫,1500,/zufang/SH1691422719851102208.html
29107,29107,整租·临潮二村 2室1厅 南,金山,金山,临潮二村,59,南,2室1厅1卫,2000,/zufang/SH1595637457934614528.html
29108,29108,整租·绿地东海岸财富广场 1室1厅 西南,金山,金山,绿地东海岸财富广场,60,西南,1室1厅0卫,1300,/zufang/SH1664951994885865472.html
29109,29109,整租·海辰馨苑 4室2厅 南,金山,金山,海辰馨苑,208,南,4室2厅3卫,4700,/zufang/SH1680144342552936448.html
29110,29110,整租·山龙新村 3室1厅 南,金山,金山,山龙新村,100,南,3室1厅1卫,2300,/zufang/SH1662060813147439104.html
29111,29111,整租·绿地金山名邸 3室2厅 南,金山,金山,绿地金山名邸,89,南,3室2厅1卫,2900,/zufang/SH1708461392392093696.html
29112,29112,整租·绿地东海岸财富广场 2室1厅 南,金山,金山,绿地东海岸财富广场,64,南,2室1厅1卫,2400,/zufang/SH1711000941664141312.html
29113,29113,整租·华发招商依云四季 3室1厅 南/北,金山,金山,华发招商依云四季,91,南 北,3室1厅1卫,2600,/zufang/SH1690281759679184896.html
29115,29115,整租·辰凯花苑 2室1厅 南,金山,金山,辰凯花苑,85,南,2室1厅1卫,2100,/zufang/SH1705199123566690304.html
29118,29118,整租·临潮二村 2室1厅 南,金山,金山,临潮二村,54,南,2室1厅1卫,1800,/zufang/SH1697884393453912064.html
29119,29119,整租·绿地金卫新家园（东区） 3室2厅 南,金山,金山,绿地金卫新家园（东区）,112,南,3室2厅1卫,1500,/zufang/SH1673929095626358784.html
29120,29120,整租·上置海景大厦 2室1厅 南,金山,金山,上置海景大厦,92,南,2室1厅1卫,4200,/zufang/SH1675835234433630208.html
29121,29121,整租·龙泽园 3室2厅 南,金山,金山,龙泽园,134,南,3室2厅2卫,3800,/zufang/SH1716675162918617088.html
29122,29122,整租·海上纳缇 4室3厅 南,金山,金山,海上纳缇,303,南,4室3厅3卫,10000,/zufang/SH1705137833548709888.html
29124,29124,整租·蓝色收获龙宇路999弄 2室2厅 南,金山,金山,蓝色收获龙宇路999弄,93,南,2室2厅1卫,2800,/zufang/SH1581230657168736256.html
29125,29125,整租·绿地金卫新家园（西区） 3室2厅 南,金山,金山,绿地金卫新家园（西区）,118,南,3室2厅1卫,1900,/zufang/SH1709052144251830272.html
29126,29126,整租·中环和乐苑 2室1厅 南/北,杨浦,周家嘴路,中环和乐苑,69,南 北,2室1厅1卫,6200,/zufang/SH1706981386243538944.html
29127,29127,整租·华润置地橡树湾 3室2厅 南,杨浦,新江湾城,华润置地橡树湾,176,南,3室2厅2卫,23000,/zufang/SH1696183643019411456.html
29128,29128,整租·梅林公寓 2室1厅 北,杨浦,周家嘴路,梅林公寓,63,北,2室1厅1卫,5000,/zufang/SH1695712826414333952.html
29129,29129,整租·绿地海珀璞晖 3室2厅 南,杨浦,新江湾城,绿地海珀璞晖,126,南,3室2厅2卫,17000,/zufang/SH1709872994311995392.html
29130,29130,整租·建新小区 2室0厅 南/北,杨浦,五角场,建新小区,48,南 北,2室0厅1卫,6200,/zufang/SH1712727643876491264.html
29131,29131,整租·三门路510弄 3室1厅 南,杨浦,五角场,三门路510弄,76,南,3室1厅1卫,7200,/zufang/SH1704441838494023680.html
29132,29132,整租·江升公寓 2室2厅 南/北,杨浦,周家嘴路,江升公寓,135,南 北,2室2厅1卫,8500,/zufang/SH1712694264422465536.html
29133,29133,整租·市光四村 2室1厅 南/北,杨浦,中原,市光四村,59,南 北,2室1厅1卫,4700,/zufang/SH1663810862546157568.html
29134,29134,整租·工农二村 1室0厅 南,杨浦,中原,工农二村,18,南,1室0厅1卫,3500,/zufang/SH1652318733101694976.html
29135,29135,整租·黑山小区 2室1厅 南/北,杨浦,中原,黑山小区,50,南 北,2室1厅1卫,5400,/zufang/SH1688393995710889984.html
29136,29136,整租·华润置地橡树湾 2室1厅 南,杨浦,新江湾城,华润置地橡树湾,62,南,2室1厅1卫,8500,/zufang/SH1715963836143501312.html
29137,29137,整租·民星住宅小区 2室1厅 南,杨浦,中原,民星住宅小区,58,南,2室1厅1卫,5000,/zufang/SH1710982916059693056.html
29138,29138,整租·紫华丽苑 2室1厅 南,杨浦,周家嘴路,紫华丽苑,72,南,2室1厅1卫,8600,/zufang/SH1707374838101835776.html
29139,29139,整租·浣纱三村 1室1厅 南,杨浦,黄兴公园,浣纱三村,41,南,1室1厅1卫,4500,/zufang/SH1714616909325926400.html
29140,29140,整租·本溪路149弄 1室0厅 北,杨浦,鞍山,本溪路149弄,23,北,1室0厅1卫,3150,/zufang/SH1714620879607955456.html
29141,29141,整租·公园3000黄兴花园 1室1厅 南,杨浦,黄兴公园,公园3000黄兴花园,49,南,1室1厅1卫,5200,/zufang/SH1678027279332016128.html
29142,29142,整租·市光三村 1室0厅 南,杨浦,中原,市光三村,37,南,1室0厅1卫,3400,/zufang/SH1709902860629573632.html
29143,29143,整租·宝地东花园 3室2厅 南,杨浦,周家嘴路,宝地东花园,120,南,3室2厅1卫,14000,/zufang/SH1695290553366740992.html
29144,29144,整租·唐山路1280弄 2室1厅 南,杨浦,周家嘴路,唐山路1280弄,44,南,2室1厅1卫,5400,/zufang/SH1691102911813124096.html
29145,29145,整租·凤城二村 1室0厅 南,杨浦,控江路,凤城二村,32,南,1室0厅1卫,3500,/zufang/SH1653781299590070272.html
29146,29146,整租·工农四村星源公寓 2室1厅 南/北,杨浦,中原,工农四村星源公寓,73,南 北,2室1厅1卫,6000,/zufang/SH1709453083446083584.html
29147,29147,整租·国伟路58弄 1室1厅 南,杨浦,中原,国伟路58弄,46,南,1室1厅1卫,4000,/zufang/SH1706621313545666560.html
29148,29148,整租·辽源二村 1室0厅 南,杨浦,鞍山,辽源二村,16,南,1室0厅1卫,3100,/zufang/SH1708750846725980160.html
29149,29149,整租·国和一村 1室1厅 南,杨浦,中原,国和一村,40,南,1室1厅1卫,4200,/zufang/SH1718832595728334848.html
29150,29150,整租·林厦小区 1室2厅 南,杨浦,周家嘴路,林厦小区,35,南,1室2厅1卫,5000,/zufang/SH1697468133452808192.html
29151,29151,整租·上海大花园 2室2厅 南,杨浦,周家嘴路,上海大花园,122,南,2室2厅1卫,13000,/zufang/SH1715592733264969728.html
29152,29152,整租·闸殷小区 3室1厅 南/北,杨浦,中原,闸殷小区,80,南 北,3室1厅1卫,6000,/zufang/SH1685198180502732800.html
29153,29153,整租·打虎大楼 2室1厅 南,杨浦,鞍山,打虎大楼,53,南,2室1厅1卫,6000,/zufang/SH1716005863681949696.html
29154,29154,整租·公交新村 1室0厅 南,杨浦,鞍山,公交新村,32,南,1室0厅1卫,4000,/zufang/SH1711347796205895680.html
29155,29155,整租·汇丰苑 2室1厅 南,杨浦,五角场,汇丰苑,66,南,2室1厅1卫,7300,/zufang/SH1705533059765370880.html
29156,29156,整租·兰花新村 2室1厅 南/北,杨浦,黄兴公园,兰花新村,49,南 北,2室1厅1卫,5800,/zufang/SH1680410315189125120.html
29157,29157,整租·兰花教师公寓 3室1厅 南/北,杨浦,黄兴公园,兰花教师公寓,82,南 北,3室1厅1卫,8500,/zufang/SH1699669275544911872.html
29158,29158,整租·复旦教师公寓 2室0厅 南,杨浦,五角场,复旦教师公寓,48,南,2室0厅1卫,5500,/zufang/SH1676460244210810880.html
29159,29159,整租·信达泰禾上海院子 3室2厅 南,杨浦,新江湾城,信达泰禾上海院子,89,南,3室2厅2卫,13300,/zufang/SH1676435391361581056.html
29160,29160,整租·新江湾城雍景苑 2室2厅 南,杨浦,新江湾城,新江湾城雍景苑,102,南,2室2厅1卫,8600,/zufang/SH1694251850519281664.html
29161,29161,整租·市光四村 2室1厅 南,杨浦,中原,市光四村,58,南,2室1厅1卫,5000,/zufang/SH1713541881742229504.html
29162,29162,整租·合生江湾国际公寓 3室2厅 南,杨浦,新江湾城,合生江湾国际公寓,140,南,3室2厅2卫,13600,/zufang/SH1717943425279459328.html
29163,29163,整租·市光四村 2室1厅 南,杨浦,中原,市光四村,64,南,2室1厅1卫,5000,/zufang/SH1699785333928886272.html
29164,29164,整租·崇业小区 1室0厅 南,杨浦,东外滩,崇业小区,29,南,1室0厅1卫,4200,/zufang/SH1691084272510697472.html
29165,29165,整租·世和园 1室1厅 南,杨浦,中原,世和园,53,南,1室1厅1卫,5600,/zufang/SH1713075112145584128.html
29166,29166,整租·六达苑 1室1厅 南,杨浦,周家嘴路,六达苑,65,南,1室1厅1卫,5500,/zufang/SH1675467098026934272.html
29167,29167,整租·和瑞雅苑 2室1厅 南,杨浦,周家嘴路,和瑞雅苑,71,南,2室1厅1卫,7500,/zufang/SH1689512171102273536.html
29168,29168,整租·平凉路1695弄 3室1厅 南,杨浦,周家嘴路,平凉路1695弄,96,南,3室1厅1卫,9200,/zufang/SH1716318164674936832.html
29169,29169,整租·阳明新城 2室1厅 西北,杨浦,周家嘴路,阳明新城,66,西北,2室1厅2卫,7500,/zufang/SH1716097660995239936.html
29175,29175,整租·鞍山路310弄 2室1厅 南,杨浦,鞍山,鞍山路310弄,90,南,2室1厅1卫,9500,/zufang/SH1719219335383220224.html
29176,29176,整租·民治路15弄 2室1厅 东/南,杨浦,周家嘴路,民治路15弄,74,东 南,2室1厅1卫,5200,/zufang/SH1684086275545497600.html
29178,29178,整租·上海大花园 2室2厅 南,杨浦,周家嘴路,上海大花园,145,南,2室2厅2卫,13000,/zufang/SH1713064085056126976.html
29182,29182,整租·铁路新村(杨浦) 1室0厅 南,杨浦,五角场,铁路新村(杨浦),32,南,1室0厅1卫,5300,/zufang/SH1703655476694089728.html
29183,29183,整租·兰花新村 2室1厅 南,杨浦,黄兴公园,兰花新村,47,南,2室1厅1卫,6100,/zufang/SH1694351513280839680.html
29186,29186,整租·辰凯紫薇苑 2室2厅 跃层 南,金山,金山,辰凯紫薇苑,89,南,2室2厅1卫,3000,/zufang/SH1698194549484027904.html
29187,29187,整租·万盛金邸 2室2厅 南,金山,金山,万盛金邸,86,南,2室2厅2卫,3400,/zufang/SH1717092511052201984.html
29188,29188,整租·龙泽园 3室2厅 南,金山,金山,龙泽园,138,南,3室2厅2卫,4500,/zufang/SH1709184264026718208.html
29189,29189,整租·石化十村 2室1厅 南,金山,金山,石化十村,52,南,2室1厅1卫,1200,/zufang/SH1618881014988275712.html
29190,29190,整租·东礁四村 2室1厅 南,金山,金山,东礁四村,55,南,2室1厅1卫,1600,/zufang/SH1709779263336480768.html
29191,29191,整租·新华御湖上园 3室2厅 南,金山,金山,新华御湖上园,85,南,3室2厅1卫,2600,/zufang/SH1706953498060390400.html
29192,29192,整租·华发招商依云四季 3室2厅 南/北,金山,金山,华发招商依云四季,91,南 北,3室2厅1卫,2800,/zufang/SH1711296724766556160.html
29193,29193,整租·滨海四村 2室1厅 南,金山,金山,滨海四村,60,南,2室1厅1卫,1600,/zufang/SH1709053283634511872.html
29194,29194,整租·龙泽园 2室2厅 南/北,金山,金山,龙泽园,99,南 北,2室2厅1卫,3000,/zufang/SH1708397729513734144.html
29195,29195,整租·金悦华庭 2室2厅 南,金山,金山,金悦华庭,86,南,2室2厅1卫,3000,/zufang/SH1710927099834925056.html
29196,29196,整租·铂翠廷 3室2厅 南,金山,金山,铂翠廷,95,南,3室2厅2卫,2500,/zufang/SH1708790267701624832.html
29197,29197,整租·龙泽园 2室2厅 南,金山,金山,龙泽园,88,南,2室2厅1卫,3000,/zufang/SH1709050910912544768.html
29198,29198,整租·新华御湖上园 3室1厅 南,金山,金山,新华御湖上园,88,南,3室1厅2卫,2500,/zufang/SH1712388358329597952.html
29199,29199,整租·绿地金山名邸 3室2厅 南,金山,金山,绿地金山名邸,89,南,3室2厅1卫,3000,/zufang/SH1712753086948179968.html
29200,29200,整租·新华御湖上园 3室2厅 南,金山,金山,新华御湖上园,90,南,3室2厅2卫,3000,/zufang/SH1705218627650715648.html
29201,29201,整租·金海岸花园 2室2厅 南,金山,金山,金海岸花园,101,南,2室2厅1卫,3000,/zufang/SH1708334398438375424.html
29204,29204,整租·万达华府 3室2厅 南,金山,金山,万达华府,116,南,3室2厅2卫,4300,/zufang/SH1668489028497833984.html
29205,29205,整租·新未来樾湖 3室2厅 南,金山,金山,新未来樾湖,89,南,3室2厅2卫,4000,/zufang/SH1698621502674436096.html
29206,29206,整租·辰凯花苑 2室1厅 南,金山,金山,辰凯花苑,77,南,2室1厅1卫,1800,/zufang/SH1700727427895918592.html
29207,29207,整租·海上纳缇 3室2厅 南,金山,金山,海上纳缇,162,南,3室2厅2卫,6500,/zufang/SH1677150765447118848.html
29208,29208,整租·龙泽园 3室2厅 南,金山,金山,龙泽园,133,南,3室2厅2卫,4600,/zufang/SH1681161870263713792.html
29209,29209,整租·万达华府 3室2厅 南,金山,金山,万达华府,116,南,3室2厅1卫,4300,/zufang/SH1690026532153589760.html
29210,29210,整租·正荣御首府 2室2厅 南/北,金山,金山,正荣御首府,87,南 北,2室2厅1卫,3000,/zufang/SH1708075326422122496.html
